SampleID,N_predicted
CLY24.C8BC.70_R2_e1_p1,2.549663551
CLY24.C8BC.70_R2_e2_p1,3.359706414
CLY24.C8BC.70_R2_e3_p1,3.726952711
CLY24.C8BC.70_R2_e4_p1,3.500206249
CLY24.C8BC.73_R2_e0_p1,3.076395281
CLY24.C8BC.73_R2_e1_p1,2.460632734
CLY24.C8BC.73_R2_e2_p1,2.577672779
CLY24.C8BC.73_R2_e3_p1,2.998361289
CLY24.C8BC.1_PM_e1_p1,1.798649744
CLY24.C8BC.1_PM_e2_p1,2.602132315
CLY24.C8BC.1_PM_e3_p1,0.891115729
CLY24.C8BC.1_PM_e4_p1,2.898467129
CLY24.C8BC.10_PM_e1_p1,1.733752533
CLY24.C8BC.10_PM_e2_p1,1.808018715
CLY24.C8BC.10_PM_e3_p1,1.863344424
CLY24.C8BC.10_PM_e4_p1,1.673776952
CLY24.C8BC.13_PM_e1_p1,2.655857352
CLY24.C8BC.13_PM_e2_p1,2.146759135
CLY24.C8BC.13_PM_e3_p1,2.085040072
CLY24.C8BC.13_PM_e4_p1,1.858986493
CLY24.C8BC.18_PM_e1_p1,1.908850988
CLY24.C8BC.18_PM_e2_p1,3.040272372
CLY24.C8BC.18_PM_e3_p1,2.623182608
CLY24.C8BC.18_PM_e4_p1,2.681333129
CLY24.C8BC.21_PM_e1_p1,0.841973294
CLY24.C8BC.21_PM_e2_p1,2.645006431
CLY24.C8BC.21_PM_e3_p1,3.012798567
CLY24.C8BC.21_PM_e4_p1,1.247274561
CLY24.C8BC.24_PM_e1_p1,2.508857369
CLY24.C8BC.24_PM_e2_p1,3.296487681
CLY24.C8BC.24_PM_e3_p1,3.142443057
CLY24.C8BC.24_PM_e4_p1,2.598417877
CLY24.C8BC.27_PM_e2_p1_198.asd,1.213830435
CLY24.C8BC.27_PM_e2_p1_199.asd,1.48934887
CLY24.C8BC.27_PM_e2_p1_200.asd,0.988056599
CLY24.C8BC.27_PM_e2_p1_201.asd,2.56954295
CLY24.C8BC.27_PM_e2_p1_202.asd,2.707818623
CLY24.C8BC.27_PM_e2_p1_203.asd,2.557911399
CLY24.C8BC.27_PM_e3_p1,0.858842387
CLY24.C8BC.27_PM_e4_p1,0.612046791
CLY24.C8BC.30_PM_e1_p1,2.351968101
CLY24.C8BC.30_PM_e2_p1,2.066230983
CLY24.C8BC.30_PM_e3_p1,2.873063025
CLY24.C8BC.30_PM_e4_p1,3.130651524
CLY24.C8BC.301_PM_e1_p1,1.113302758
CLY24.C8BC.301_PM_e2_p1,1.160251018
CLY24.C8BC.301_PM_e3_p1,1.575405767
CLY24.C8BC.301_PM_e4_p1,1.212415109
CLY24.C8BC.304_PM_e1_p1,2.152943463
CLY24.C8BC.304_PM_e2_p1,1.294146246
CLY24.C8BC.304_PM_e3_p1,2.233439726
CLY24.C8BC.304_PM_e4_p1,2.379347201
CLY24.C8BC.307_PM_e1_p1,1.514055412
CLY24.C8BC.307_PM_e2_p1,3.434569963
CLY24.C8BC.307_PM_e3_p1,3.425021974
CLY24.C8BC.307_PM_e4_p1,3.966284181
CLY24.C8BC.31_PM_e1_p1,2.098931522
CLY24.C8BC.31_PM_e2_p1,2.416708255
CLY24.C8BC.31_PM_e3_p1,2.995831962
CLY24.C8BC.31_PM_e4_p1,3.596983889
CLY24.C8BC.310_PM_e1_p1,2.57513668
CLY24.C8BC.310_PM_e2_p1,2.92740969
CLY24.C8BC.310_PM_e3_p1,3.340389087
CLY24.C8BC.310_PM_e4_p1,3.350102031
CLY24.C8BC.313_PM_e1_p1,2.160917926
CLY24.C8BC.313_PM_e2_p1,2.986707561
CLY24.C8BC.313_PM_e3_p1,2.69305185
CLY24.C8BC.313_PM_e4_p1,1.992308986
CLY24.C8BC.318_PM_e1_p1,2.763898297
CLY24.C8BC.318_PM_e2_p1,2.38171895
CLY24.C8BC.318_PM_e3_p1,3.45481667
CLY24.C8BC.318_PM_e4_p1,2.710066761
CLY24.C8BC.321_PM_e1_p1,2.571954431
CLY24.C8BC.321_PM_e2_p1,3.383181517
CLY24.C8BC.321_PM_e3_p1,2.806563326
CLY24.C8BC.324_PM_e1_p1,1.723295457
CLY24.C8BC.324_PM_e2_p1,2.519190573
CLY24.C8BC.324_PM_e3_p1,3.109064743
CLY24.C8BC.324_PM_e4_p1,2.81297927
CLY24.C8BC.327_PM_e1_p1,1.900544414
CLY24.C8BC.327_PM_e2_p1,1.708903545
CLY24.C8BC.327_PM_e3_p1,2.650636118
CLY24.C8BC.327_PM_e4_p1,3.847958713
CLY24.C8BC.330_PM_e1_p1,4.663000027
CLY24.C8BC.330_PM_e2_p1,2.103623763
CLY24.C8BC.330_PM_e3_p1,3.609833089
CLY24.C8BC.330_PM_e4_p1,3.182500759
CLY24.C8BC.331_PM_e1_p1,1.649416125
CLY24.C8BC.331_PM_e2_p1,2.077723834
CLY24.C8BC.331_PM_e3_p1,3.492717396
CLY24.C8BC.331_PM_e4_p1,3.233463989
CLY24.C8BC.334_PM_e1_p1,1.975484062
CLY24.C8BC.334_PM_e2_p1,1.329977075
CLY24.C8BC.334_PM_e3_p1,1.055860256
CLY24.C8BC.334_PM_e4_p1,2.320051697
CLY24.C8BC.337_PM_e1_p1,3.6107869
CLY24.C8BC.337_PM_e2_p1,2.983911795
CLY24.C8BC.337_PM_e3_p1,2.6729642
CLY24.C8BC.337_PM_e4_p1,2.709575756
CLY24.C8BC.34_PM_e1_p1,2.690971158
CLY24.C8BC.34_PM_e2_p1,2.545141387
CLY24.C8BC.34_PM_e3_p1,1.35077152
CLY24.C8BC.34_PM_e4_p1,1.891914563
CLY24.C8BC.340_PM_e1_p1,1.842468244
CLY24.C8BC.340_PM_e2_p1,2.843351131
CLY24.C8BC.340_PM_e3_p1,3.556329075
CLY24.C8BC.340_PM_e4_p1,3.00059347
CLY24.C8BC.343_PM_e1_p1,2.38817284
CLY24.C8BC.343_PM_e2_p1,2.75618303
CLY24.C8BC.343_PM_e3_p1,3.312570622
CLY24.C8BC.343_PM_e4_p1,3.067864648
CLY24.C8BC.348_PM_e1_p1,1.193512106
CLY24.C8BC.348_PM_e2_p1,2.976973134
CLY24.C8BC.348_PM_e3_p1,2.991996731
CLY24.C8BC.348_PM_e4_p1,2.82090617
CLY24.C8BC.351_PM_e1_p1,1.934404443
CLY24.C8BC.351_PM_e2_p1,1.417996553
CLY24.C8BC.351_PM_e3_p1,0.906223418
CLY24.C8BC.351_PM_e4_p1,1.264702872
CLY24.C8BC.354_PM_e1_p1,2.091255792
CLY24.C8BC.354_PM_e2_p1,-0.722962956
CLY24.C8BC.354_PM_e3_p1,0.302588601
CLY24.C8BC.354_PM_e4_p1,2.256825135
CLY24.C8BC.357_PM_e1_p1,1.69910638
CLY24.C8BC.357_PM_e2_p1,5.469143245
CLY24.C8BC.357_PM_e3_p1,2.839266917
CLY24.C8BC.357_PM_e4_p1,2.224773932
CLY24.C8BC.360_PM_e1_p1,2.420661194
CLY24.C8BC.360_PM_e2_p1,3.665014625
CLY24.C8BC.360_PM_e3_p1,3.178097825
CLY24.C8BC.360_PM_e4_p1,3.35743163
CLY24.C8BC.361_PM_e1_p1,1.733303292
CLY24.C8BC.361_PM_e2_p1,1.694125713
CLY24.C8BC.361_PM_e3_p1,3.325317757
CLY24.C8BC.361_PM_e4_p1,2.974980274
CLY24.C8BC.364_PM_e1_p1,1.699348917
CLY24.C8BC.364_PM_e2_p1,1.375650114
CLY24.C8BC.364_PM_e3_p1,1.918275128
CLY24.C8BC.364_PM_e4_p1,1.798947356
CLY24.C8BC.367_PM_e1_p1,2.469790677
CLY24.C8BC.367_PM_e2_p1,2.893871734
CLY24.C8BC.367_PM_e3_p1,3.273263753
CLY24.C8BC.367_PM_e4_p1,3.237554074
CLY24.C8BC.37_PM_e1_p1,1.27977103
CLY24.C8BC.37_PM_e2_p1,2.611313502
CLY24.C8BC.37_PM_e3_p1,3.254582426
CLY24.C8BC.37_PM_e4_p1,3.014219767
CLY24.C8BC.370_PM_e1_p1,1.245907003
CLY24.C8BC.370_PM_e2_p1,1.974978373
CLY24.C8BC.370_PM_e3_p1,3.156051604
CLY24.C8BC.370_PM_e4_p1,3.387571715
CLY24.C8BC.373_PM_e1_p1,1.982140432
CLY24.C8BC.373_PM_e2_p1,2.632719453
CLY24.C8BC.373_PM_e3_p1,3.324432543
CLY24.C8BC.373_PM_e4_p1,1.300708869
CLY24.C8BC.4_PM_e1_p1,5.52190798
CLY24.C8BC.4_PM_e2_p1,2.665266244
CLY24.C8BC.4_PM_e3_p1,2.000003904
CLY24.C8BC.4_PM_e4_p1,4.04123251
CLY24.C8BC.40_PM_e1_p1,1.513349279
CLY24.C8BC.40_PM_e2_p1,2.291618497
CLY24.C8BC.40_PM_e3_p1,2.037138125
CLY24.C8BC.40_PM_e4_p1,2.222056212
CLY24.C8BC.43_PM_e1_p1,1.565141581
CLY24.C8BC.43_PM_e2_p1,2.702510298
CLY24.C8BC.43_PM_e3_p1,1.814690522
CLY24.C8BC.43_PM_e4_p1,1.777071724
CLY24.C8BC.48_PM_e1_p1,3.319454361
CLY24.C8BC.48_PM_e2_p1,1.757712766
CLY24.C8BC.48_PM_e3_p1,2.675996346
CLY24.C8BC.48_PM_e4_p1,2.141236157
CLY24.C8BC.51_PM_e1_p1,1.973704524
CLY24.C8BC.51_PM_e2_p1,2.32705971
CLY24.C8BC.51_PM_e3_p1,2.758584624
CLY24.C8BC.51_PM_e4_p1,1.688188663
CLY24.C8BC.54_PM_e1_p1,4.541430089
CLY24.C8BC.54_PM_e2_p1,2.117073403
CLY24.C8BC.54_PM_e3_p1,2.779856304
CLY24.C8BC.54_PM_e4_p1,2.491685997
CLY24.C8BC.57_PM_e1_p1,5.4936568
CLY24.C8BC.57_PM_e2_p1,4.155303172
CLY24.C8BC.57_PM_e3_p1,5.02164762
CLY24.C8BC.57_PM_e4_p1,5.809823916
CLY24.C8BC.60_PM_e1_p1,2.302255125
CLY24.C8BC.60_PM_e2_p1,2.21709028
CLY24.C8BC.60_PM_e3_p1,2.756693537
CLY24.C8BC.60_PM_e4_p1,2.247037255
CLY24.C8BC.61_PM_e1_p1,2.396243154
CLY24.C8BC.61_PM_e2_p1,2.469300598
CLY24.C8BC.61_PM_e3_p1,2.44555995
CLY24.C8BC.61_PM_e4_p1,2.379602323
CLY24.C8BC.64_PM_e1_p1,2.295888238
CLY24.C8BC.64_PM_e2_p1,1.872547816
CLY24.C8BC.64_PM_e3_p1,0.963847379
CLY24.C8BC.64_PM_e4_p1,1.295151116
CLY24.C8BC.67_PM_e1_p1,2.167703022
CLY24.C8BC.67_PM_e2_p1,1.690763589
CLY24.C8BC.67_PM_e3_p1,2.856240704
CLY24.C8BC.67_PM_e4_p1,2.67150255
CLY24.C8BC.7_PM_e1_p1,0.08337257
CLY24.C8BC.7_PM_e2_p1,2.538686448
CLY24.C8BC.7_PM_e3_p1,0.792941374
CLY24.C8BC.7_PM_e4_p1,2.367638158
CLY24.C8BC.70_PM_e1_p1,2.817104729
CLY24.C8BC.70_PM_e2_p1,2.591968629
CLY24.C8BC.70_PM_e3_p1,3.239472361
CLY24.C8BC.70_PM_e4_p1,2.341080815
CLY24.C8BC.73_PM_e1_p1,1.04906143
CLY24.C8BC.73_PM_e2_p1,2.775548208
CLY24.C8BC.73_PM_e3_p1,1.606391753
CLY24.C8BC.73_PM_e4_p1,2.448425313
